GO_MF(Queried),count,SystematicName,Disease,Genetic_Interaction,GO_CC,GO_BP,Pathway,Mutant_Phenotype,Physical_Interaction,Transcriptional_Regulation,GO_MF,Protein_Domain
nucleobase-containing compound kinase activity,3,"['YDR226W', 'YER170W', 'YKL024C']",,,,"['ADP biosynthetic process', 'AMP metabolic process', 'nucleobase-containing compound metabolic process', 'nucleoside monophosphate phosphorylation', 'nucleotide metabolic process']",['de novo biosynthesis of purine nucleotides'],,,,"['adenylate kinase activity', 'phosphotransferase activity, phosphate group as acceptor']","['Adenylate kinase', 'Adenylate kinase, active site lid']"
nucleoside diphosphate kinase activity,2,"['YJR057W', 'YKL067W']",,,,['nucleoside diphosphate phosphorylation'],['de novo biosynthesis of pyrimidine deoxyribonucleotides'],,,,,
nucleoside transmembrane transporter activity,1,['YAL022C'],,,,,,,,,,
nucleoside triphosphate adenylate kinase activity,1,['YER170W'],,,,,,,,,,
nucleoside-diphosphatase activity,2,"['YEL042W', 'YER005W']",,"['ERG28', 'HAP1']",,['nucleoside diphosphate catabolic process'],,,,,"['guanosine-diphosphatase activity', 'uridine-diphosphatase activity']",['GDA1/CD39 (nucleoside phosphatase) family']
nucleoside-triphosphatase activity,5,"['YBR093C', 'YCR026C', 'YDR305C', 'YEL016C', 'YER005W']",,,,['nucleoside triphosphate metabolic process'],,,,,"['NADH pyrophosphatase activity', 'dTTP diphosphatase activity', 'hydrolase activity', 'nucleoside-triphosphate diphosphatase activity', 'nucleotide diphosphatase activity', 'phosphodiesterase I activity']",['Type I phosphodiesterase / nucleotide pyrophosphatase']
nucleoside-triphosphate diphosphatase activity,5,"['YBR093C', 'YCR026C', 'YEL016C', 'YJR069C', 'YOR111W']",,,,['nucleoside triphosphate metabolic process'],,,,,"['NADH pyrophosphatase activity', 'dTTP diphosphatase activity', 'hydrolase activity', 'nucleoside-triphosphatase activity', 'nucleotide diphosphatase activity', 'phosphodiesterase I activity']",['Type I phosphodiesterase / nucleotide pyrophosphatase']
nucleosomal DNA binding,4,"['YDR121W', 'YNL216W', 'YOR290C', 'YPL127C']",,,,['negative regulation of chromatin silencing'],,,,,,
nucleosomal histone binding,3,"['YDR440W', 'YJL081C', 'YLR442C']",,,,,,,,,,
nucleosome binding,20,"['YBL008W', 'YBR215W', 'YBR245C', 'YDL042C', 'YDR106W', 'YDR227W', 'YFR013W', 'YGL207W', 'YGR116W', 'YJR140C', 'YLR085C', 'YLR095C', 'YLR442C', 'YML041C', 'YML065W', 'YML069W', 'YNL206C', 'YOR038C', 'YOR304W', 'YPR052C']",,"['DEP1', 'CCR4', 'HTB2', 'HTA2', 'HIR1', 'SAS3', 'HHF1', 'HHT1', 'POL30', 'NHP6B', 'RXT2', 'MEC1', 'CDC28', 'MSI1', 'SWC5', 'PAF1', 'MRC1', 'RSC6', 'PAT1', 'SRB8', 'NHP10', 'MED2', 'SLX5', 'RPN4', 'NUP84', 'RPO21', 'PSF1', 'DBF4', 'ARO1', 'RGP1', 'HPR1', 'SAN1', 'SAC3', 'CDC37', 'ARG82', 'RAD9', 'HTA1', 'SUM1', 'SWR1', 'EAF1', 'LSM6', 'SPT3', 'SSN2', 'IES5', 'SLX8', 'SPT2', 'CHD1', 'IES1', 'EPL1', 'HAC1', 'UBP6', 'RSC8', 'DST1', 'MPT5', 'SPT16', 'RSC1', 'SPT4', 'PAC10', 'BUB1', 'GCN5', 'YTA7', 'YNG2', 'SET1', 'DNA2', 'CTF8', 'SDS3', 'PRI1', 'KAR2', 'ARP4', 'SPT10', 'RPA34', 'PFD1', 'CDC6', 'ELF1', 'DOA1', 'NUP133', 'IES3', 'SPT8', 'CDC45', 'ACS2', 'YPT6', 'SEC22', 'RSC2', 'CDC73', 'LSM3', 'SPT5', 'MFT1', 'POB3', 'CAC2', 'TAF8', 'MSC1', 'CTF18', 'MED11', 'SAS2', 'YKU70', 'SSN8', 'HHF2', 'HHT2', 'UBP10', 'IES2', 'RAP1', 'RPA49', 'RPD3', 'CSE2', 'BRE5', 'HTZ1', 'CTR9', 'BUB3', 'DIA2', 'LEO1', 'ARP8', 'IES4', 'ESA1', 'SNF2', 'SSN3', 'MOT1', 'TAF14', 'RAD53', 'RLF2', 'NHP6A', 'MED1', 'SPN1']","['FACT complex', 'HIR complex', 'Isw1a complex', 'Isw1b complex', 'Swr1 complex', 'chromatin silencing complex', 'chromosome', 'heterochromatin', 'nucleus']","['DNA replication-independent nucleosome assembly', 'DNA replication-independent nucleosome organization', 'chromatin organization', 'chromatin remodeling', 'chromatin silencing at silent mating-type cassette', 'chromatin silencing at telomere', 'establishment of macromolecular complex localization to telomere', 'histone exchange', 'regulation of transcriptional start site selection at RNA polymerase II promoter', 'sister chromatid cohesion', 'telomere tethering at nuclear periphery', 'transcription elongation from RNA polymerase II promoter']",,"['protein/peptide accumulation: increased', 'silencing: decreased']","['RFA1', 'HTB2', 'HTA2', 'HIR1', 'HHF1', 'HHT1', 'NHP6B', 'HPC2', 'SNF5', 'CMR1', 'HTB1', 'HTA1', 'SIR4', 'LRS4', 'CHD1', 'RSC8', 'ITC1', 'MCM6', 'SPT4', 'YTA7', 'ASF1', 'SPT10', 'CBF1', 'HIR3', 'SIR1', 'POB3', 'TAF4', 'HHF2', 'HHT2', 'RTT106', 'HTZ1', 'HIR2', 'CKA2', 'SNF2', 'MOT1']",,"['DNA binding', 'chromatin binding', 'histone binding']","['Histone chaperone Rttp106-like', 'HAND', 'SLIDE', 'AAA lid domain']"
nucleotidase activity,2,"['YER037W', 'YGL224C']",,,,"['nucleotide catabolic process', 'pyrimidine nucleobase metabolic process']",,,,,,['Haloacid dehalogenase-like hydrolase']
